20920   16 0  38  22
20920   25 1  60  77
20920   27 1  63  83
20920   31 1  59  95
20920   42 0  27  48
20920   62 1  58  86
20920  101 1  79  97
20920  113 0  40  19
20920  146 0  36  35
22520    1 1  78  91
22520    7 0  75  72
22520    9 1  45  51
22520   15 1  70  87
22520   16 0  47  62
22520   18 1  40  46
22520   21 0  49  39
22520   24 1  71  63
22520   25 0  49  41
22520   27 1  42  80
22520   29 0  49  45
22520   34 1  63  83
22520   37 1  66  37
22520   41 1  71  93
22520   42 0  58  61
22520   43 1  73  46
22520   45 1  66  69
22520   47 1  45  22
22520   52 1  51  56
22520   53 1  53  47
22520   55 1  82  83
22520   57 0  82  71
22520   60 1  62  61
22520   63 0  71  82
22520   64 1  67  83
22520   66 1  52  72
22520   67 0  66  34
22520   69 0  58  56
22520   73 0  66  47
22520   74 0  58  68
22520   78 1  21  31
22520   83 0  55  50
22520   84 1  37  56
22520   85 1  42  72
22520   87 1  59  86
22520   90 1  41  43
22520   91 0  53  51
22520   97 1 103  95
22520  104 0  51  68
22520  106 0  53  44
22520  108 1  92  98
22520  110 0  42  56
22520  111 1  53  59
22520  112 1  73 103
22520  115 0   5  10
22520  116 1  40  52
22520  121 1  44  29
22520  128 0  37  54
22520  131 0  63  48
22520  134 0 103  64
22520  137 1  41  45
22520  141 1  62 103
22520  143 1  85  95
22520  144 1  75 101
22520  146 1  64  82
22520  153 0  45  29
22520  156 1  51  27
22520  157 1  44  66
22520  163 1  64  59
22520  164 1  63  83
22520  165 1  45  50
22520  170 1  49  87
22520  177 1  52  45
22520  178 1  42  65
22520  181 1  56  58
22710    5 1  29 101
22710   11 0  66  99
22710   44 0  33  46
22710   46 0  59 102
22710   49 0  88 102
22710   50 1  77 102
22710   53 1  26  87
22710   54 1  64  87
22710   57 1  18  79
22710   58 0  53  87
22710   77 1   1  45
22710   79 1  51 101
22710   84 1  66  98
22710   90 0  34  65
22710  102 1  42  89
22710  103 1  48  89
22710  109 0  56  85
22710  169 1  88 102
22738    7 1  69  81
22738   32 0  86  63
22738   87 0  82  89
22738  106 1  95  81
22738  119 0  93  87
22738  127 1  77  83
22738  159 1  81  89
22738  173 0 101  65
22738  180 0  82  65
22738  203 0  79  75
22908    6 1  89  67
22908   17 0  99  90
22908   24 1  84  61
22908   42 1  84  57
22908   66 1  56  50
22908   69 1  97  77
23208    1 1  97  91
23208    9 1  53 103
23208   11 1  71  85
23208   12 1  73  42
23208   13 0  93  96
23208   18 1  59  85
23208   28 1  62  98
23208   30 0 123  85
23208   31 1  53  94
23208   37 1  73  85
23208   39 1  79  90
23208   40 0 132  75
23208   43 1  71  61
23208   46 1  78  99
23208   48 1  93  89
23208   51 0  77 101
23208   53 1  84  87
23208   60 1  84  90
23208   61 1  42  87
23208   65 1  69  90
23208   80 0 123  87
23208   83 0  81  94
23208   91 1  64  85
25241 5047 0  95  75
25241 5049 0 108  73
25241 5111 0 103  78
25241 5146 0 110  78
25241 5156 1 108  78
30474    8 0 115  97
30474   12 0  99 103
30474   16 0 110  83
30474   18 0  49  94
30474   20 0  77  61
30474   27 0  88  81
30474   28 0  79 101
30474   34 0 110  84
30474   39 0 133  90
30474   45 0 100  83
30474   46 0 129  86
30474   49 0  90  73
30474   54 0 103  95
30474   62 0  85  97
30474   80 0 110 106
30474   83 0 115  98
30474   89 0  97  85
30474   95 0 108  89
30474   97 0 101  91
30474  100 0  63  80
30474  104 0 107  90
30474  106 0 101  88
30474  107 0  86  95
30474  116 1  58  70
30474  118 1  69  66
30474  132 1  99  83
30474  152 1  74  72
30474  153 1  97  87
30474  154 1  88  84
30474  157 1  82  81
30474  160 1  96  90
30474  163 1 127  93
30474  164 1 122  99
30474  165 1  78  78
30474  166 1  88  73
30474  183 1  78  95
30474  186 1  66 102
30474  187 1 127 106
30474  190 1  85 101
30474  192 1 105 105
30474  194 1  74  92
30474  197 1  86  96
30474  203 1  82  93
30474  208 1  64  92
30474  232 1  88  72
35270   13 1  74  67
35270   14 1  74  61
35270   15 0  88  69
35270   16 0  67  78
35270   27 1 103  75
35270   28 0  45  54
35270   29 1 101  75
35270   33 1  75  64
35270   34 0  89  73
35270   40 0 104  63
35270   45 0 111  63
35270   46 0  84  52
37224    5 1  84  63
37224    9 0  64  70
37224   12 1  95  67
37224   14 0  78  74
37224   24 0  71  64
37224   26 1  81  66
