 110923   172230
 110923   180241
 110923   139232
 111215   2 7140
 111215   217111
 111222   388360
 111222   389321
 111222   383392
 111914   412240
 111914   425261
 111914   412322
 110919   567220
 110919   578231
 110416   652190
 110416   676231
 110416   619112
 111917   737220
 111917   768221
 111917   731262
 110921   857180
 110921   886291
 110921   840282
 111430   942300
 111430   959311
 110525  1046290
 110525  1079291
 110432  1169310
 110432  1184281
 110432  1150322
 110415  1254180
 110415  1274261
 110325  1363230
 110325  1339272
 110229  1483390
 110229  1488351
 110229  1480362
 110734  1537240
 110734  1544301
 110734  1537332
 111527  1615250
 111527  1620291
 111527  16 4332
 111421  1743270
 111421  1755301
 111421  1729302
 120917  1952140
 120917  1984101
 120917  1946252
 121422  2011140
 121422  2023201
 121422  20 9172
 120915  2127160
 120915  2150151
 120915  2115182
 121425  2279300
 121425  2287291
 121425  2242332
 121421  2365190
 121421  2371191
 121421  2336202
 121320  2423110
 121320  2422 81
 121320  2410132
 121323  2537220
 121323  2567251
 121416  2633190
 121416  2650181
 121416  2617252
 120434  2764290
 120434  2776291
 120434  2731272
 121320  2810220
 121320  2817121
 121320  2811212
 121420  2927210
 121420  2925241
 121420  2911302
 120330  3042190
 120330  3070251
 120330  3020272
 121431  3134170
 121431  3146171
 121431  31 8222
 120624  3283280
 120624  3286271
 121424  33 8110
 121424  3311101
 121424  3310162
 121419  34 9170
 120414  3527140
 120414  3561161
 120414  3524202
 210231  3727190
 210231  3738301
 210231  3715272
 211325  3970300
 211325  3986311
 211325  3958372
 210919  4035261
 210919  4013222
 211229  4178330
 211229  4189321
 210933  4242180
 210933  4273201
 210933  4234322
 210428  4381240
 210428  4381321
 210428  4341282
 211926  4419280
 211926  4430291
 211926  4417282
 211915  4554250
 211915  4581291
 211915  4541352
 211234  4688340
 211234  4690371
 211234  4688372
 211925  4863280
 211925  4881301
 211925  48 7342
 210920  5037220
 210920  5079291
 210920  5041272
 210614  51 8140
 210614  5140261
 210614  5111192
 220222  52 3170
 220222  5234151
 310227  6074310
 310227  6084321
 310435  6172330
 310435  6177301
 310435  6154372
 310535  6281340
 310535  6285341
 310535  6278392
 311232  6571370
 311232  6560372
 310529  6672320
 310529  6655352
 311424  6757230
 311424  6766291
 311424  6726332
 311626  6851330
 311626  6879311
 311626  6824372
 311521  6959240
 311521  6976 91
 311521  6950372
 310429  7030180
 310429  7048181
 310429  7031322
 311724  7128280
 310731  7367270
 310731  7380271
 311422  7434300
 311422  7444241
 311425  7555310
 311425  7567171
 311425  7527222
 311730  7748300
 311730  7737372
 310720  7842260
 310720  7830272
 311432  7967310
 311432  7981281
 310424  8052231
 310425  8275290
 310425  8254362
 321420  8320280
 321420  83 9152
 321430  8541280
 321430  8564301
 321430  8549372
 321425  8642190
 321425  8673251
 411928  8771260
 411928  8788251
 411928  8767332
 410423  8824120
 410423  8863151
 410423  8818202
 410418  8911 70
 410418  8913 41
 410418  8935132
 410721  9032 80
 410721  9061 81
 410721  9021192
 411528  9156280
 411528  9181231
 411528  9127252
 410426  9254210
 410426  9265161
 410426  9230212
 411432  9373370
 411432  9387341
 411432  9367382
 410423  9437200
 410423  9474251
 410423  9443242
 411726  95 6100
 411726  9517191
 411726  9515292
 411523  9619110
 411523  9630 91
 411523  9625142
 410626  9734210
 410626  9765191
 410626  9735262
 411733  9882350
 411733  9885361
 411733  9874372
 411926  9923270
 411926  9956171
 411926  9937312
 410726 10068300
 410726 10080251
 410726 10050282
 410529 10178300
 410529 10185291
 410529 10154342
 411432 10225210
 411432 10247261
 411432 10237332
 410717 10314120
 410717 10331 81
 410717 10312202
 410928 10453240
 410928 10482291
 410928 10460322
 411731 10560210
 411731 10582251
 411731 10553282
 411432 10724230
 411432 10764251
 411432 10729362
 411426 10823230
 411426 10879261
 411426 10849352
 410416 10933280
 410416 10985261
 410416 10956342
 411926 11031210
 411926 11065281
 411926 11027342
 410427 11163290
 410427 11180291
 410427 11150332
 511420 115 5140
 511420 11562 61
 511425 116 8120
 511425 11627171
 511425 11613252
 511327 11743 40
 511327 11764 21
 510523 11810110
 510523 11817 51
 511417 11925260
 511417 11974321
 511417 11942332
 510233 12274300
 510233 12284321
 510233 12266362
 511125 12464250
 511125 12476331
 511125 12452312
 510423 12540200
 510423 12566221
 510423 12523252
 510233 12687340
 510233 12688331
 510233 12692372
 511329 12741180
 511329 12775291
 511329 12732232
 510230 12885320
 510230 12891331
 510230 12879342
 510232 12984330
 510232 12990371
 510232 12982362
 511430 13061250
 511430 13083331
 511430 13064302
 510234 13280310
 510234 13288361
 510234 13284332
 521125 13474261
 521125 13442232
 521227 13551290
 521227 13576341
 521227 13534322
 520424 13650250
 520424 13670211
 520424 13629212
 520432 13782310
 520432 13780321
 520432 13767342
 521228 13887370
 521228 13881361
 521228 13887382
 521228 13964260
 521228 13981361
 521228 13958362
 520924 14045260
 520924 14079271
 520924 14047332
 520530 14172350
 520530 14181341
 520530 14163362
 520132 14282350
 520132 14288331
 520132 14278372
 520129 14373300
 520129 14379341
 520129 14357342
 520329 14664330
 520329 14687261
 520329 14644282
 521122 14865280
 521122 14882301
 521122 14832302
 521922 14939180
 521922 14977141
 521922 14933252
 521132 15053310
 521132 15081321
 521132 15039372
 521227 15189400
 521227 15190381
 521227 15178362
 611426 15214310
 611426 15269281
 611427 15366161
 611427 15328232
 610928 15443230
 610928 15476161
 610620 15559210
 610620 15576211
 610620 15527282
 611424 15648260
 611424 15636312
 611730 15730260
 611730 15759231
 611730 15713262
 610419 15870240
 610419 15879291
 610419 15842302
 611431 15966290
 611431 15982351
 611431 15941372
 611426 16051271
 611426 16012372
 610633 16147221
 610526 16470210
 610526 16480181
 611227 16727260
 611227 16763231
 610422 16875320
 610422 16886311
 610422 16853322
 610712 17150190
 610712 17179201
 610712 17143242
 610928 17269250
 610928 17284291
 610928 17265332
 620431 17468251
 620431 17426282
 621428 17528300
 621428 17557301
 621428 17529362
 621434 17680330
 621434 17686331
 621434 17655402
 620423 17766310
 620423 17785231
 620423 17737362
 621427 18254280
 621427 18278281
 621427 18246302
 621924 18341250
 621924 18375161
 621924 18335312
 621929 18440300
 621929 18444231
 621929 18416262
 620423 18540280
 620423 18551171
 621629 18864230
 621629 18851222
 710716 18932151
 710716 18921262
 711514 19019 80
 711514 19033 91
 710935 19187380
 710935 19189361
 710932 19266230
 710933 19318330
 710933 19355311
 710933 19330372
 710932 19478340
 710932 19490391
 710932 19471362
 711628 19555310
 711628 19574311
 711628 19539372
 710422 19624170
 710422 19674241
 710422 19667372
 710723 19717210
 710723 19767311
 710723 19724242
 711929 19885370
 711929 19889351
 711929 19888392
 720232 20028350
 720232 20073341
 720229 20140310
 720229 20189321
 720229 20172382
 721920 20255250
 721920 20269301
 721920 20237332
 720925 20331270
 720925 20321211
 720925 20315322
 720416 20415 90
 720416 204 9101
 720416 20426212
 810816 20835140
 810816 20869151
 810816 20825192
 811422 20937230
 811422 20974271
 811422 20925302
 810419 21137200
 810419 21152161
 810419 21124272
 811529 21273300
 811529 21283331
 811529 21255332
 810429 21375220
 810429 21389271
 810429 21354312
 811526 21469310
 811526 21481341
 811526 21462292
 810427 21561280
 810427 21579331
 810427 21542352
 811732 21754290
 811732 21785341
 811732 21762382
 811426 21835230
 811426 21879361
 811426 21865372
 810528 21970300
 810528 21978321
 810528 21962332
 811226 22087340
 811226 22085321
 811226 22084352
 820421 22127300
 820421 22169281
 820421 22115252
 820433 22248220
 820433 22243231
 820433 22212302
 820733 22388340
 820733 22389321
 820733 22383352
 821317 22415220
 821317 22461181
 821317 22413212
 820932 22555290
 820932 22581281
 821624 22618170
 821624 22639231
 820427 22763250
 820427 22782241
 820427 22738322
 821925 22824250
 821925 22865241
 821925 22829302
 820512 22960180
 820512 22962181
 820512 22923232
 820427 23088350
 820427 23085281
 820427 23068382
 820918 23263260
 820918 23287231
 820918 23247302
 821934 23357340
 821934 23380311
 821934 23340382
 821322 23432290
 821322 23467301
 821322 23442342
 830417 235 9130
 830417 23563201
 830417 23526182
 830423 23675221
 830423 23645212
 830927 23749240
 830927 23785301
 831727 23849220
 831727 23885251
 831727 23862332
 830927 23975250
 830927 23988211
 830927 23944322
 830422 24130280
 830422 24177211
 830422 24129332
 830417 24265210
 911431 24373260
 911431 24387281
 911431 24370322
 910133 24484390
 910133 24487361
 910133 24449372
 910434 24583330
 910434 24586351
 910434 24574352
 910334 24688330
 910334 24691351
 910334 24674362
 910233 24788370
 910233 24787351
 910233 24788372
 911135 24888360
 911135 24888381
 911135 24893392
 911235 24971330
 911235 24983351
 911235 24962372
 911231 25089360
 911231 25089381
 911231 25077382
 921329 25116110
 921329 25143151
 921329 25138172
 921434 25227240
 921434 25248181
 921434 25236322
 921227 25339280
 921227 25367201
 921432 25474300
 921432 25481291
 921432 25466302
 921230 25580230
 921230 25582221
 921230 25555312
 920528 25638260
 920528 25667281
 920528 25645342
 921136 25783330
 921136 25788351
 921136 25752382
 920831 25832260
 920831 25862241
 920831 25833302
 921235 25970340
 921235 25981321
 921235 25974382
 920234 26053250
 920234 26084241
 920234 26061282
 920329 26125290
 920329 26179301
 920329 26164322
 920426 26222180
 920426 26264191
 920426 26233222
 931128 26310130
 931128 26323151
 931128 26332182
 931120 26424160
 931120 26421161
 931120 26412222
1010919 26530240
1010926 26633160
1011631 26755240
1011631 26768321
1011423 26811180
1011423 26861281
1011422 26934210
1011422 26976301
1011730 27033310
1011730 27072291
1010431 27173320
1010431 27187351
1011124 27250230
1011124 27275221
1010421 27355300
1010421 27366311
1010332 27581321
1010522 27646180
1010522 27665221
1011430 27710220
1011416 27823190
1011416 27827291
1010413 27922150
1010413 27923271
1111321 28016260
1111321 28074211
1111321 28034322
1111319 28437280
1111319 28480181
1111319 28457302
1111412 285 8210
1111412 28534171
1111412 28519152
1120323 287 9250
1120323 28749301
1120323 28735352
1121321 28842220
1121321 28885311
1121321 28835242
1120921 289 8180
1120921 28959251
1120921 28911262
1120319 29031290
1120319 29081251
1120319 29031312
1120425 29126230
1120425 29178301
1120425 29140332
1121824 292 6210
1121824 29234271
1121824 292 7302
1121431 29323310
1121431 29371321
1121431 29333382
1121428 29419270
1121428 29465251
1121620 29514260
1121620 29539161
1121620 295 8292
1210422 29659280
1210422 29641231
1210422 29629342
1211419 29717 90
1211419 29717151
1211419 29714152
1210428 29887250
1210428 29886301
1210428 29878342
1211518 29966320
1211518 29966371
