1 1 23 31 24 32 31 29
1 2 32 27 25 29 31 29
1 3 24 29 24 33 36 35
1 4 30 32 27 29 37 33
1 5 28 28 23 27 36 28
2 1 29 36 31 35 34 32
2 2 27 31 26 25 30 31
2 3 37 37 35 38 35 36
2 4 29 30 24 24 31 33
2 5 31 30 30 31 37 35
2 6 25 31 26 33 32 39
3 1 31 31 34 35 34 31
3 2 37 31 30 31 26 27
3 3 38 35 35 33 30 33
3 4 27 24 22 34 29 29
3 5 33 29 34 34 33 33
4 1 28 24 21 21 24 30
4 2 31 32 33 32 35 37
4 3 27 24 25 27 24 27
4 4 22 25 15 25 28 28
4 5 29 32 26 25 25 25
4 6 30 28 25 33 31 33
4 7 30 23 23 32 37 35
4 8 29 28 24 29 29 31
5 1 40 38 42 34 37 37
5 2 33 33 37 26 34 31
5 3 29 24 30 35 37 35
5 4 34 31 33 28 39 32
5 5 32 34 38 30 33 31
5 6 33 29 31 27 29 28
5 7 31 24 29 33 32 28
5 8 28 27 32 40 34 36
6 1 33 32 33 30 32 26
6 2 19 24 21 28 22 30
6 3 37 37 32 25 32 28
6 4 12 18 17 27 27 30
6 5 31 31 28 32 26 28
6 6 21 23 25 22 18 20
6 7 29 28 29 31 30 29
6 8 12 18 17 19 16 21
7 1 38 36 34 35 35 32
7 2 29 31 33 30 31 32
7 3 36 38 36 35 32 32
7 4 27 35 36 33 33 25
7 5 33 33 34 28 29 30
7 6 32 32 30 33 34 35
7 7 32 31 29 35 30 37
7 8 30 32 34 36 34 33
8 1 41 36 36 33 32 28
8 2 35 35 36 33 32 36
8 3 34 34 29 29 27 34
8 4 33 32 33 34 28 31
8 5 37 35 34 41 38 42
8 6 32 34 32 33 30 30
9 1 26 24 30 18 21 22
9 2 37 34 40 36 40 35
9 3 28 19 24 25 30 29
9 4 35 34 37 28 32 31
9 5 30 29 23 31 28 33
9 6 38 36 39 29 34 33
9 7 32 34 23 29 33 33
9 8 33 28 32 31 29 28
10 1 43 42 43 37 38 42
10 2 37 39 38 41 46 39
10 3 27 39 36 38 37 34
10 4 30 28 34 31 38 36
10 5 35 41 38 34 38 40
11 1 36 34 35 28 28 30
11 2 40 41 46 42 35 41
11 3 27 34 29 31 29 31
11 4 33 29 30 30 31 32
11 5 32 35 34 33 33 39
12 1 34 27 28 28 26 28
12 2 27 23 24 23 17 18
12 3 28 23 22 32 28 28
12 4 32 31 34 24 24 29
12 5 30 25 25 29 25 26
12 6 31 29 27 23 26 19
12 7 26 25 34 24 26 26
12 8 30 28 25 32 32 30
12 9 32 34 29 24 24 25
13 1 19 19 20 28 27 20
13 2 22 26 31 37 33 30
13 3 22 19 25 20 15 16
13 4 27 21 29 29 19 23
13 5 27 29 30 24 26 19
14 1 35 37 32 27 34 26
14 2 29 30 25 38 37 31
14 3 30 27 21 31 32 26
14 4 33 34 31 33 39 32
14 5 24 26 25 30 30 24
15 1 27 29 31 31 27 29
15 2 24 22 27 30 21 24
15 3 23 24 29 30 25 28
15 4 19 25 23 31 22 28
15 5 20 27 27 27 21 22
15 6 32 26 29 33 28 26
16 1 29 24 32 35 34 36
16 2 30 27 32 34 32 34
16 3 33 26 36 32 38 38
16 4 30 31 33 34 35 36
16 5 31 30 32 34 32 33
17 1 27 21 20 26 28 26
17 2 29 28 30 26 27 26
17 3 28 27 26 28 24 28
17 4 23 22 22 33 30 26
17 5 28 25 29 29 26 26
17 6 27 28 24 28 28 28
17 7 28 31 23 31 30 29
18 1 38 36 28 28 29 24
18 2 29 28 26 26 26 24
18 3 35 31 30 26 26 15
18 4 28 28 28 21 26 23
18 5 30 32 29 17 26 23
18 6 27 29 28 25 31 28
18 7 30 21 29 24 27 25
19 1 31 26 35 35 31 34
19 2 33 31 36 42 37 36
19 3 40 35 33 40 39 38
19 4 35 33 39 39 38 33
19 5 30 30 32 30 31 34
19 6 35 29 37 31 29 29
19 7 36 32 33 30 33 27
20 1 25 27 29 33 32 32
20 2 24 22 22 29 29 28
20 3 17 28 25 32 31 24
20 4 30 28 26 29 23 21
20 5 24 25 26 28 25 25
20 6 28 29 30 26 27 28
21 1 30 31 28 28 29 30
21 2 32 37 28 28 33 33
21 3 34 35 32 32 29 24
21 4 27 31 31 28 26 22
21 5 37 38 32 25 30 30
21 6 25 25 30 32 28 38
21 7 28 25 24 31 27 36
22 1 27 32 26 24 29 33
22 2 32 33 29 28 29 30
22 3 32 30 24 32 32 27
22 4 34 29 29 30 35 30
22 5 36 33 34 40 32 33
22 6 30 31 25 23 31 28
22 7 33 33 29 25 29 29
23 1 33 31 29 22 26 22
23 2 35 44 37 21 30 27
23 3 25 26 25 27 32 25
23 4 29 31 30 26 31 26
24 1 32 31 30 33 31 30
24 2 23 31 27 26 25 26
24 3 27 30 30 27 34 34
24 4 24 24 22 19 25 27
24 5 21 26 26 27 33 27
25 1 35 33 32 32 28 33
25 2 29 27 25 24 29 26
25 3 33 30 28 33 35 37
25 4 33 30 30 30 35 34
25 5 26 25 22 22 26 28
25 6 36 33 30 23 23 30
25 7 28 26 25 29 22 30
26 1 34 36 32 34 37 32
26 2 33 35 26 37 34 29
26 3 31 30 29 44 35 35
26 4 34 38 35 38 33 30
26 5 33 32 31 40 41 35
26 6 30 27 27 36 36 31
26 7 39 36 29 32 35 32
27 1 30 36 32 29 27 29
27 2 30 32 34 33 36 34
27 3 25 29 27 32 35 33
27 4 32 27 30 30 29 30
27 5 32 33 31 33 36 34
28 1 25 30 28 32 30 31
28 2 30 24 27 42 37 30
28 3 29 35 30 31 33 29
28 4 27 28 29 31 24 27
28 5 30 26 23 31 26 25
28 6 28 25 29 32 28 29
29 1 30 35 32 26 23 26
29 2 26 25 27 25 22 25
29 3 18 18 23 23 22 19
29 4 26 27 25 24 23 24
29 5 24 25 33 28 26 25
30 1 32 27 33 37 37 35
30 2 40 40 38 32 34 33
30 3 30 32 32 32 33 34
30 4 36 38 36 27 35 33
31 1 23 22 27 29 26 23
31 2 23 23 23 28 25 20
31 3 24 23 25 20 29 22
31 4 26 27 24 26 32 23
31 5 25 25 24 27 22 20
31 6 24 27 28 25 24 22
32 1 31 31 31 30 26 28
32 2 37 31 31 34 34 33
32 3 23 26 25 32 30 34
32 4 24 25 26 30 23 30
32 5 30 32 38 25 31 26
33 1 38 33 35 40 35 37
33 2 34 31 31 34 31 36
33 3 22 22 28 32 28 30
33 4 37 31 33 30 35 37
33 5 33 29 32 31 35 31
33 6 36 26 32 36 31 30
34 1 34 34 30 39 35 38
34 2 36 34 30 38 41 38
34 3 37 34 34 36 37 35
34 4 36 30 32 32 34 33
34 5 36 36 34 28 30 33
34 6 35 36 35 32 36 35
34 7 32 31 28 32 29 33
34 8 31 30 29 32 28 34
35 1 19 23 23 22 27 27
35 2 24 31 28 29 31 29
35 3 22 30 23 22 26 22
35 4 29 29 33 21 19 17
35 5 25 25 29 20 19 20
36 1 40 35 39 31 32 26
