1	2	78	1	1	1	2	2
1	1	104	4	4	3	4	2
1	2	93	2	1	1	2	2
1	1	114	4	2	1	5	2
1	1	95	2	2	2	5	2
1	1	98	2	1	1	2	2
1	1	114	4	1	3	1	2
1	2	79	2	1	1	9	2
1	2	84	2	1	1	2	2
1	2	101	2	1	1	2	2
1	2	99	2	3	4	2	2
1	2	102	2	5	5	4	2
1	2	86	2	1	1	4	2
2	1	110	2	4	3	2	3
2	2	111	4	5	3	6	3
2	1	100	2	4	5	3	3
2	1	79	0	4	2	2	3
2	2	111	4	2	1	3	3
2	1	92	2	7	5	5	3
2	1	97	2	5	1	3	3
2	1	120	5	7	2	3	3
2	1	134	6	2	6	3	3
2	1	114	4	4	6	3	3
2	1	109	4	7	6	6	3
2	1	109	4	7	2	3	3
3	1	119	5	5	5	4	2
3	2	106	4	2	5	4	2
3	1	125	2	1	1	2	2
3	1	111	4	2	1	2	2
3	1	90	2	8	2	4	2
3	2	103	4	3	1	3	2
3	1	123	6	5	5	6	2
3	1	114	5	1	1	2	2
3	2	102	4	6	1	4	2
3	2	108	4	2	1	2	2
3	1	111	4	6	5	5	2
3	2	113	5	7	5	5	2
3	2	91	2	2	1	2	2
3	2	108	2	7	1	3	2
3	2	92	2	6	7	5	2
3	2	96	2	1	1	4	2
3	1	106	4	5	5	4	2
3	1	117	5	7	1	2	2
3	1	113	5	2	5	4	2
3	2	123	5	6	3	3	2
3	2	109	4	7	1	4	2
3	1	91	2	3	1	2	2
3	2	119	5	3	1	3	2
3	2	108	2	1	1	2	2
3	1	116	5	5	1	4	2
3	2	109	4	5	2	2	2
3	1	113	5	7	5	6	2
3	1	118	5	7	5	4	2
3	1	110	4	3	2	1	2
3	2	111	5	2	1	4	2
3	2	114	5	2	1	4	2
3	1	127	6	8	1	3	2
3	1	122	6	2	1	6	2
4	2	88	2	1	1	2	2
4	2	104	2	1	1	3	2
4	1	99	2	1	1	3	2
4	2	93	2	1	2	3	2
4	2	92	2	1	1	3	2
4	2	96	2	1	1	2	2
4	2	106	2	1	1	5	2
4	2	119	5	1	1	3	2
4	2	108	4	1	1	2	2
4	1	106	2	2	1	2	2
4	1	114	5	2	2	3	2
4	1	108	2	1	1	2	2
4	2	110	6	1	2	2	2
4	2	105	2	3	1	5	2
4	1	95	2	2	1	1	2
4	2	104	2	1	3	1	2
4	1	103	1	1	1	3	2
4	2	129	5	2	2	2	2
4	1	114	4	1	1	1	2
4	2	87	1	1	1	3	2
4	1	101	2	1	1	3	2
4	2	100	2	1	1	2	2
4	2	94	2	1	1	2	2
4	2	95	2	1	1	1	2
4	2	87	2	1	1	1	2
4	2	95	2	1	1	2	2
5	2	117	4	3	3	3	2
5	2	83	2	6	4	5	2
5	2	87	2	6	4	5	2
5	2	129	6	2	2	3	2
5	1	77	2	1	1	2	2
5	2	78	1	1	1	2	2
5	1	103	4	2	3	2	2
5	1	100	2	2	2	4	2
5	2	104	4	3	1	2	2
5	2	91	1	1	1	3	2
5	2	122	6	4	1	1	2
5	1	88	2	4	1	2	2
5	2	86	1	1	1	4	2
5	2	81	2	1	1	1	2
5	1	89	2	1	1	2	2
5	2	96	2	5	1	2	2
5	1	82	2	2	1	2	2
5	1	109	4	1	1	1	2
5	1	81	2	1	1	2	2
5	1	101	2	1	1	3	2
5	2	96	2	7	5	4	2
5	2	105	4	1	1	2	2
5	2	119	5	8	7	6	2
6	2	77	2	2	1	2	2
6	1	112	4	4	5	3	2
6	1	90	2	1	1	5	2
6	1	96	2	5	3	6	2
6	2	95	2	2	5	2	2
6	1	103	2	7	5	3	2
6	2	91	2	2	2	2	2
6	2	108	4	6	7	3	2
6	2	110	6	5	5	2	2
6	2	77	2	1	1	2	2
6	1	105	4	7	3	3	2
6	1	115	6	4	1	3	2
6	2	96	2	4	2	2	2
6	1	78	2	1	1	2	2
6	1	125	6	4	6	3	2
6	1	103	2	3	3	2	2
6	1	113	4	5	5	3	2
6	1	99	2	1	1	1	2
6	2	75	2	1	2	1	2
6	2	105	4	3	3	1	2
6	1	105	4	5	6	4	2
6	1	103	2	6	1	3	2
6	2	105	2	6	2	2	2
6	2	100	2	5	3	3	2
6	2	110	4	4	5	6	2
6	2	113	4	5	3	3	2
7	1	85	2	1	1	2	2
7	1	84	2	1	1	1	2
7	2	79	2	1	1	4	2
7	2	104	2	1	1	1	2
7	2	77	2	1	1	1	2
7	2	82	2	1	1	1	2
7	2	79	2	1	1	2	2
7	2	102	2	1	1	2	2
7	2	98	2	1	1	2	2
7	2	108	4	1	1	1	2
7	1	104	2	1	1	2	2
7	1	102	2	1	1	2	2
7	2	86	2	1	1	4	2
7	1	76	2	1	1	1	2
7	2	83	2	1	1	2	2
7	1	114	4	1	1	2	2
7	1	98	2	3	1	2	2
8	2	108	4	6	5	4	2
8	2	77	2	6	2	5	2
8	2	97	2	2	1	1	2
8	1	109	4	4	1	2	2
8	2	99	2	6	5	3	2
8	1	93	2	2	1	3	2
8	2	94	2	5	5	3	2
8	1	111	4	4	5	3	2
8	1	108	4	3	1	3	2
8	2	113	4	1	1	3	2
8	2	87	2	1	1	3	2
8	2	83	2	1	3	2	2
8	2	112	4	2	1	2	2
8	2	103	5	5	5	5	2
8	1	118	5	6	1	5	2
8	2	106	4	6	5	3	2
8	2	94	2	2	1	2	2
8	2	87	4	3	2	6	2
8	1	89	2	5	1	3	2
8	1	101	2	7	3	3	2
8	1	117	5	9	7	6	2
8	2	95	2	1	1	3	2
8	2	101	2	2	2	5	2
8	1	86	2	1	1	2	2
8	1	114	4	4	7	3	2
8	1	96	2	4	5	2	2
8	1	95	2	2	1	3	2
8	1	76	2	5	1	3	2
8	2	97	2	1	1	2	2
8	2	87	2	6	1	3	2
9	1	100	2	3	3	4	2
9	1	97	2	1	1	1	2
9	2	110	4	2	3	1	2
9	1	122	5	1	1	3	2
9	2	110	4	1	1	1	2
9	1	112	4	1	1	2	2
9	2	113	4	1	2	3	2
9	2	94	2	1	1	1	2
9	1	102	4	3	2	3	2
9	1	103	2	1	1	4	2
9	2	86	2	4	3	3	2
9	2	112	4	1	1	2	2
9	2	106	2	5	3	3	2
9	2	101	2	1	1	1	2
9	2	104	2	3	1	2	2
9	2	95	2	4	2	3	2
9	2	96	2	1	1	2	2
9	2	94	2	2	1	3	2
9	1	92	2	2	6	2	2
9	2	83	2	2	3	2	2
9	1	121	5	1	1	1	2
10	2	104	4	7	1	5	3
10	1	86	2	7	5	3	3
10	2	107	2	2	5	5	3
10	1	104	4	4	5	3	3
10	1	95	2	5	1	3	3
10	1	101	2	4	1	5	3
10	2	112	4	3	1	2	3
10	1	94	2	1	1	3	3
10	2	96	2	8	5	5	3
10	1	97	2	2	2	3	3
10	2	111	4	2	1	4	3
10	2	110	4	2	3	2	3
10	2	93	2	1	1	3	3
10	1	77	2	2	1	2	3
10	1	101	2	1	5	2	3
10	2	100	2	3	3	2	3
10	1	100	2	1	1	2	3
10	2	100	2	5	3	3	3
10	2	109	4	8	1	6	3
10	1	79	2	1	1	2	3
10	2	109	4	2	1	3	3
10	1	106	4	7	5	3	3
10	2	114	4	2	3	2	3
10	2	125	6	6	5	5	3
11	1	78	2	1	1	4	2
11	1	109	4	1	1	2	2
11	2	91	2	1	1	2	2
11	1	69	2	1	1	1	2
11	2	68	2	1	1	1	2
11	1	81	2	2	1	1	2
11	2	92	2	1	1	2	2
11	2	99	2	2	1	1	2
11	1	78	2	1	1	2	2
11	2	89	2	1	1	2	2
11	1	87	2	1	1	1	2
11	1	102	4	1	1	2	2
12	1	103	2	2	5	5	2
12	1	85	2	1	1	2	2
12	2	106	4	7	7	3	2
12	2	98	2	2	1	2	2
12	2	108	4	8	5	3	2
12	1	105	4	5	1	3	2
12	1	97	2	2	1	4	2
12	1	111	4	3	1	4	2
12	2	68	1	1	1	5	2
12	1	90	2	1	1	2	2
12	1	104	2	3	2	3	2
12	2	87	2	2	1	2	2
12	2	113	4	1	1	1	2
12	1	104	4	1	1	2	2
12	1	101	2	3	3	3	2
12	2	102	2	6	1	5	2
12	2	94	2	1	3	4	2
12	1	96	2	1	1	5	2
12	2	101	4	7	6	5	2
12	2	88	2	1	1	4	2
12	1	105	4	2	1	2	2
12	2	79	2	6	6	4	2
12	2	111	5	4	1	2	2
12	1	87	2	1	1	3	2
13	2	91	1	1	1	3	2
13	1	88	1	1	1	1	2
13	2	118	4	3	1	1	2
13	1	83	1	1	3	1	2
13	1	93	2	1	1	2	2
13	1	83	1	1	1	2	2
13	2	96	2	1	1	2	2
13	1	92	1	1	1	2	2
13	1	98	2	1	3	2	2
13	1	88	1	1	1	1	2
13	2	90	2	1	1	1	2
13	2	84	1	1	1	2	2
13	2	104	2	1	1	2	2
13	1	106	2	1	1	2	2
14	1	105	4	1	1	3	2
14	2	100	2	2	1	2	2
14	2	95	2	1	1	4	2
14	2	92	1	7	3	3	2
14	1	97	2	7	3	3	2
14	2	94	2	5	5	3	2
14	2	98	2	2	1	2	2
14	2	102	2	3	2	2	2
14	1	105	2	3	1	2	2
14	1	103	4	3	1	3	2
14	2	84	2	1	1	1	2
14	2	102	2	2	1	3	2
14	1	114	5	4	1	2	2
14	2	109	4	6	2	2	2
14	2	82	2	1	1	2	2
14	2	117	5	4	3	5	2
14	2	101	2	1	1	2	2
14	1	72	2	1	1	2	2
14	2	86	1	1	1	1	2
14	1	98	2	7	5	6	2
14	2	99	2	3	3	5	2
14	1	86	1	7	4	5	2
14	1	93	2	4	5	2	2
15	1	96	2	1	1	2	2
15	2	108	4	7	7	3	2
15	2	102	2	3	3	5	2
15	1	107	4	6	5	5	2
15	1	105	4	3	5	2	2
15	2	114	4	4	1	5	2
15	2	121	5	7	5	5	2
15	2	108	4	6	6	3	2
15	2	87	2	5	7	1	2
15	2	93	2	5	7	1	2
15	1	101	2	1	1	1	2
