 1101   1 0 1  5  5
 1101   2 1 0  2  2
 1101   3 1 1  4  4
 1102   4 0 0  1  3
 1102   5 0 1  7 12
 1102   6 1 0  7  8
 1102   7 1 1  8  9
 1103   8 0 0  3  4
 1103   9 0 1  5  7
 1103  10 1 0  3  6
 1103  11 1 1  7  7
 1114  12 0 0  1  1
 1114  13 0 1  0  1
 1114  14 1 0  1  1
 1114  15 1 1  1  1
 1115  16 0 0  6 11
 1115  17 0 1  7  9
 1115  18 1 0  6 13
 1115  19 1 1 10 14
 1116  20 0 0  0  1
 1116  21 0 1  9 10
 1116  22 1 0  2  5
 1117  23 0 0  6  8
 1117  24 0 1  2  3
 1117  25 1 0  6  6
 1117  26 1 1 10 10
 1118  27 0 0  3  4
 1118  28 0 1  3  4
 1118  29 1 0  3  5
 1118  30 1 1  8  9
 1119  31 0 1  0  2
 1119  32 1 0  0  1
 1119  33 1 1  2  2
 1111  34 0 1  1  1
 1111  35 1 0  1  2
 1111  36 1 1  1  1
 1112  37 1 1  1  1
 1123  38 0 0  0  1
 1123  39 0 1  3  5
 1123  40 1 1  3  3
 1124  41 0 0  2  2
 1124  42 1 0  3  3
 1124  43 1 1  1  2
 1125  44 0 1  4  4
 1125  45 1 1  1  1
 1126  46 0 0  4  4
 1126  47 0 1  5  6
 1126  48 1 1  4  4
 1127  49 0 0  1  1
 1127  50 0 1  5  5
 1127  51 1 0  1  1
 1127  52 1 1  2  2
 1128  53 0 0  9 10
 1128  54 0 1  2  2
 1128  55 1 0  3  8
 1128  56 1 1  7 10
 2101  57 1 0  0  1
 2102  58 0 1  1  1
 2103  59 0 1  1  1
 2103  60 1 0  0  1
 2104  61 0 1  1  1
 2111  62 0 1  1  1
 2111  63 1 0  3  4
 2111  64 1 1  3  3
 2112  65 0 1  3  4
 2112  66 1 1  0  4
 2113  67 1 0  1  1
 2114  68 1 0  1  1
 2115  69 1 0  1  1
 2115  70 1 1  1  1
 2116  71 0 0  1  1
 2116  72 0 1  1  2
 2116  73 1 1  0  1
 2121  74 0 0  2  2
 2121  75 0 1  3  6
 2121  76 1 0  5  9
 2121  77 1 1  9 11
 2123  78 0 1  5  5
 2123  79 1 1  4  4
 2124  80 0 0  4 10
 2124  81 0 1  6 10
 2124  82 1 0 18 27
 2124  83 1 1 13 13
 2125  84 0 1  6  6
 2125  85 1 0  0  1
 2125  86 1 1  4  5
 2126  87 0 1  8  9
 2126  88 1 0  0  1
 2126  89 1 1  4  5
 2127  90 0 0  5 10
 2127  91 0 1  6  7
 2127  92 1 0  4  5
 2127  93 1 1  9  9
 2128  94 0 1  2  2
 2128  95 1 1  2  2
 2129  96 0 0  0  3
 2129  97 0 1  5  5
 2129  98 1 0  7  7
 2129  99 1 1  0  1
 2130 100 0 0  3  3
 2130 101 0 1  6  7
 2130 102 1 0  1  1
 2130 103 1 1  8  8
 2131 104 0 1  2  3
 2131 105 1 0  1  1
 2131 106 1 1  3  4
 2202 107 0 0  2  4
 2202 108 0 1  5  5
 2202 109 1 0  1  1
 2202 110 1 1  9 10
 2203 111 0 0  2  2
 2203 112 0 1  5  5
 2203 113 1 0  1  1
 2203 114 1 1  3  3
 2204 115 0 0  0  1
 2204 116 0 1  3  3
 2204 117 1 0  4  4
 2204 118 1 1  3  5
 2205 119 0 0  0  1
 2205 120 0 1  2  3
 2205 121 1 0  1  1
 2205 122 1 1  3  3
 2216 123 0 0  4  6
 2216 124 0 1  5  5
 2216 125 1 0  3  3
 2216 126 1 1  4  4
 2217 127 0 0  3  4
 2217 128 0 1  5  5
 2217 129 1 0  0  1
 2217 130 1 1  4  4
 2218 131 0 0  0  1
 2218 132 0 1 10 12
 2218 133 1 0  3  4
 2218 134 1 1  7  8
 2219 135 0 0  7  7
 2219 136 0 1  6  6
 2219 137 1 0  4  6
 2219 138 1 1 12 13
 2210 139 0 0  1  1
 2210 140 0 1 12 12
 2210 141 1 0  3  5
 2210 142 1 1 20 22
 2211 143 0 0  1  1
 2211 144 1 1  1  1
 2212 145 0 0  0  1
 2212 146 0 1  1  2
 2212 147 1 0  2  2
 2212 148 1 1  3  3
 2213 149 0 0  1  2
 2213 150 0 1  3  3
 2213 151 1 1  4  4
 2214 152 1 0  2  2
 2214 153 1 1  4  6
 2225 154 0 1  2  3
 2225 155 1 1  2  2
 2226 156 0 0  1  1
 2226 157 0 1  4  4
 2226 158 1 1  4  5
 2227 159 0 0  1  1
 2227 160 0 1  4  7
 2227 161 1 0  1  1
 2227 162 1 1  5  6
 2228 163 0 0  1  1
 2228 164 0 1  5  6
 2228 165 1 1  4  5
 2229 166 0 1  3  4
 2229 167 1 1  4  4
 2220 168 0 0  3  3
 2220 169 0 1  6  7
 2220 170 1 0  1  1
 2220 171 1 1  6  6
 2221 172 0 0  2  4
 2221 173 0 1  5  5
 2221 174 1 0  1  2
 2221 175 1 1  2  2
 2222 176 0 0  4 12
 2222 177 0 1 11 12
 2222 178 1 0  5  7
 2222 179 1 1  6  8
 2233 180 0 0  2  2
 2233 181 0 1  6  7
 2233 182 1 0  2  3
 2233 183 1 1  9 11
 2234 184 0 1  4  5
 2234 185 1 1  5  5
 2305 186 0 1  5  6
 2305 187 1 0  0  1
 2305 188 1 1  6  6
 2306 189 0 0  4  4
 2306 190 0 1  9 10
 2306 191 1 0  2  4
 2306 192 1 1  5  6
 2307 193 0 0  4  4
 2307 194 0 1 10 12
 2307 195 1 0  2  2
 2307 196 1 1  5  6
 2308 197 0 1  1  1
 2319 198 0 0  4  8
 2319 199 0 1  6  8
 2319 200 1 0  4  4
 2319 201 1 1  8  9
 2310 202 0 0  1  1
 2310 203 0 1  0  1
 2310 204 1 1  4  5
 2311 205 0 0  0  2
 2311 206 0 1  6  6
 2311 207 1 0  1  2
 2311 208 1 1  2  2
 2312 209 0 0  2  2
 2312 210 0 1  6  8
 2312 211 1 0  8  8
 2312 212 1 1  7  7
 2313 213 0 0  3  3
 2313 214 0 1  1  1
 2313 215 1 0  2  3
 2313 216 1 1  2  4
 2314 217 0 0  4  4
 2314 218 0 1 10 11
 2314 219 1 0  3  5
 2314 220 1 1 15 17
 2315 221 0 1  1  1
 2326 222 0 0  1  1
 2326 223 0 1  1  1
 2326 224 1 0  1  1
 2326 225 1 1  4  4
 2327 226 0 0  1  2
 2327 227 0 1  6  6
 2327 228 1 1  3  3
 2328 229 0 0  4  5
 2328 230 0 1  6  9
 2328 231 1 1  3  3
 2329 232 0 0  7 10
 2329 233 0 1  4  6
 2329 234 1 0  6  8
 2329 235 1 1 10 10
 2320 236 0 0  9 14
 2320 237 0 1  8  8
 2320 238 1 0 13 20
 2320 239 1 1  6  8
 2321 240 0 0  5 10
 2321 241 0 1 10 11
 2321 242 1 0  5  7
 2321 243 1 1  7  8
 2322 244 0 0  7  8
 2322 245 0 1  5  9
 2322 246 1 0  2  4
 2322 247 1 1 10 11
 2323 248 0 0  3 10
 2323 249 0 1  7  9
 2323 250 1 0  8 11
 2323 251 1 1  6  7
 2324 252 0 0 11 17
 2324 253 0 1  6 10
 2324 254 1 0  7  8
 2324 255 1 1  9 10
 2405 256 0 1  1  1
 2406 257 1 1  1  2
 2417 258 1 0  1  1
 2418 259 0 0  4  4
 2418 260 0 1  3  3
 2418 261 1 0  1  4
 2418 262 1 1  2  3
 2419 263 0 0  2  3
 2419 264 0 1  2  3
 2419 265 1 0  1  1
 2419 266 1 1  6  7
 2410 267 0 0  2  3
 2410 268 0 1  5  5
 2410 269 1 0  2  3
 2410 270 1 1 12 13
 3101 271 0 1  1  1
 3102 272 0 0  0  1
 3102 273 1 0  0  1
 3102 274 1 1  2  2
 3113 275 0 0  3  5
 3113 276 0 1  6  6
 3113 277 1 0  5  7
 3113 278 1 1  6  7
 3114 279 0 0  6  6
 3114 280 0 1  5  5
 3114 281 1 0  2  2
 3114 282 1 1  1  2
 3115 283 0 0  1  3
 3115 284 0 1  6  8
 3115 285 1 0  1  2
 3115 286 1 1  8  8
 3116 287 0 0  1  2
 3116 288 0 1  6  7
 3116 289 1 0  3  4
 3116 290 1 1  3  3
 3117 291 0 0  3  6
 3117 292 0 1 10 12
 3117 293 1 0  7  7
 3117 294 1 1  5  6
 3118 295 0 0  1  1
 3118 296 0 1  2  2
 3118 297 1 0  1  2
 3118 298 1 1  3  4
 3119 299 0 0  2  4
 3119 300 0 1  2  2
 3119 301 1 0  4  7
 3119 302 1 1  4  4
 3110 303 0 0  1  1
 3110 304 0 1  5  5
 3110 305 1 0  8 10
 3110 306 1 1  6  6
 3121 307 0 0  7  8
